FantasyPoints,Date,Name,Salary,Position,Home
0.0,20160324,Wilcox C.J.,3500,SG,H
0.0,20160324,Williams Maurice,3500,PG,A
0.0,20160324,Wroten Tony,3500,PG,H
47.7,20160324,Turner Myles,5000,PF,H
44.1,20160324,Durant Kevin,10500,SF,H
42.7,20160324,James LeBron,9900,SF,A
40.4,20160324,Anthony Carmelo,8700,SF,H
36.0,20160324,Porzingis Kristaps,5900,PF,H
29.9,20160324,Love Kevin,6400,PF,A
29.6,20160324,Davis Ed,4000,PF,A
27.4,20160324,Hollis-Jefferson Rondae,3900,SF,H
25.8,20160324,George Paul,9000,SF,H
23.6,20160324,Ibaka Serge,5200,PF,H
23.1,20160324,Miles C.J.,3500,SF,H
22.1,20160324,Harkless Maurice,3500,SF,A
21.6,20160324,Lyles Trey,3600,PF,A
21.2,20160324,Young Thaddeus,7700,PF,H
21.1,20160324,Gee Alonzo,3500,SF,A
20.7,20160324,Gibson Taj,5500,PF,A
18.7,20160324,Mirotic Nikola,4700,SF,A
17.8,20160324,Dunleavy Mike,3500,SF,A
17.7,20160324,McCullough Chris,3500,PF,H
16.9,20160324,Cunningham Dante,3800,PF,A
15.8,20160324,Green Jeff,4500,SF,H
15.6,20160324,Booker Trevor,3500,PF,A
15.2,20160324,Aminu Al-Farouq,4700,SF,A
14.6,20160324,Williams Derrick,3700,PF,H
14.3,20160324,Thompson Tristan,4600,PF,A
12.9,20160324,Hayward Gordon,6700,SF,A
11.4,20160324,Ingles Joe,3700,SF,A
10.4,20160324,Favors Derrick,7300,PF,A
10.3,20160324,Johnson Wesley,3500,SF,H
10.2,20160324,Bogdanovic Bojan,5200,SF,H
10.1,20160324,Seraphin Kevin,3600,PF,H
9.8,20160324,Karasev Sergey,3500,SF,H
9.8,20160324,Pierce Paul,3500,SF,H
8.9,20160324,Frye Channing,3700,PF,A
8.6,20160324,Jefferson Richard,3600,SF,A
7.1,20160324,Babbitt Luke,3800,SF,A
6.6,20160324,Allen Lavoy,3500,PF,H
6.4,20160324,Vonleh Noah,3500,PF,A
5.3,20160324,Portis Bobby,4300,PF,A
4.4,20160324,Mbah a Moute Luc,3500,SF,H
2.0,20160324,Huestis Josh,3500,SF,H
1.0,20160324,McDermott Doug,4000,SF,A
0.0,20160324,Collison Nick,3500,PF,H
0.0,20160324,Jones James,3500,SF,A
0.0,20160324,Robinson III Glenn,3500,SF,H
0.0,20160324,Robinson Thomas,3500,PF,H
0.0,20160324,Amundson Louis,3500,PF,H
0.0,20160324,Ayres Jeff,3500,PF,H
0.0,20160324,Anderson Ryan,6100,PF,A
0.0,20160324,Bairstow Cameron,3500,PF,A
0.0,20160324,Thomas Lance,3500,SF,H
0.0,20160324,Dawson Branden,3500,PF,H
0.0,20160324,Alexander Cliff,3500,PF,A
0.0,20160324,Reed Willie,3600,PF,H
0.0,20160324,Early Cleanthony,3500,SF,H
0.0,20160324,Singler Kyle,3500,SF,H
0.0,20160324,McGary Mitch,3500,PF,H
0.0,20160324,Christmas Rakeem,3500,PF,H
38.9,20160324,Lopez Brook,8100,C,H
33.1,20160324,Jordan DeAndre,8100,C,H
32.8,20160324,Ajinca Alexis,3500,C,A
23.4,20160324,Adams Steven,4500,C,H
23.2,20160324,Plumlee Mason,5200,C,A
22.4,20160324,Kanter Enes,5400,C,H
19.5,20160324,Aldrich Cole,3500,C,H
19.0,20160324,Asik Omer,3900,C,A
18.0,20160324,Withey Jeff,3500,C,A
15.9,20160324,Lopez Robin,6000,C,H
13.6,20160324,Mahinmi Ian,5000,C,H
12.8,20160324,Mozgov Timofey,3500,C,A
12.8,20160324,Hill Jordan,3700,C,H
12.2,20160324,Gobert Rudy,6200,C,A
10.0,20160324,Perkins Kendrick,3500,C,A
9.2,20160324,Felicio Cristiano,3500,C,A
2.0,20160324,Mohammed Nazr,3500,C,H
0.0,20160324,Kaun Sasha,3500,C,A
0.0,20160324,Kaman Chris,3500,C,A
0.0,20160324,Gasol Pau,9400,C,A
0.0,20160324,O'Quinn Kyle,3500,C,H
0.0,20160324,Pleiss Tibor,3500,C,A
0.0,20160324,Leonard Meyers,3800,C,A
61.7,20160325,Harden James,10800,SG,H
59.6,20160325,Curry Stephen,10600,PG,H
50.5,20160325,Thompson Klay,7000,SG,H
49.6,20160325,Wall John,9700,PG,H
38.9,20160325,Walker Kemba,8000,PG,A
38.3,20160325,Beal Bradley,5300,SG,H
37.4,20160325,Caldwell-Pope Kentavious,5700,SG,H
37.0,20160325,Dragic Goran,6700,PG,H
36.6,20160325,Augustin D.J.,4600,PG,A
35.0,20160325,Booker Devin,6500,SG,A
34.1,20160325,Matthews Wes,4100,SG,A
34.0,20160325,LaVine Zach,6300,SG,A
33.4,20160325,Lowry Kyle,8900,PG,A
33.0,20160325,DeRozan DeMar,8000,SG,A
31.8,20160325,Bryant Kobe,5700,SG,H
31.6,20160325,Barea Jose,3800,PG,A
31.5,20160325,Felton Raymond,3900,PG,A
31.3,20160325,Beverley Patrick,4800,PG,H
31.0,20160325,Rondo Rajon,7800,PG,H
30.7,20160325,Jackson Reggie,6200,PG,H
30.5,20160325,Rubio Ricky,7100,PG,A
28.9,20160325,Payton Elfrid,5400,PG,A
28.7,20160325,Stephenson Lance,6600,SG,A
28.3,20160325,Clarkson Jordan,5500,SG,H
28.3,20160325,Bayless Jerryd,4300,PG,A
27.0,20160325,Barton Will,5100,SG,A
24.6,20160325,Wade Dwyane,7200,SG,H
24.5,20160325,Lamb Jeremy,3500,SG,A
24.2,20160325,Teague Jeff,6300,PG,H
24.1,20160325,Collison Darren,5500,PG,H
24.1,20160325,Parker Tony,5200,PG,H
22.7,20160325,Williams Louis,5100,SG,H
22.6,20160325,Harris Gary,5300,SG,A
21.8,20160325,Powell Norman,3500,SG,A
20.6,20160325,Jenkins John,3500,SG,A
20.0,20160325,Jones Tyus,3500,PG,A
19.8,20160325,Middleton Khris,7300,SG,A
19.5,20160325,Ginobili Manu,3500,SG,H
19.3,20160325,Curry Seth,3500,SG,H
18.4,20160325,Richardson Josh,4400,SG,H
18.1,20160325,Price Ronnie,3500,PG,A
18.1,20160325,Mudiay Emmanuel,6000,PG,A
17.6,20160325,Martin Kevin,3500,SG,H
16.9,20160325,Allen Tony,4900,SG,A
16.1,20160325,Jennings Brandon,4400,PG,A
15.4,20160325,Livingston Shaun,3900,PG,H
14.8,20160325,Korver Kyle,3600,SG,H
14.6,20160325,Joseph Cory,3600,PG,A
14.5,20160325,Schroder Dennis,4500,PG,H
14.3,20160325,McCallum Ray,3600,PG,A
13.3,20160325,Terry Jason,3500,PG,H
13.2,20160325,Hardaway Jr. Tim,4100,SG,H
13.1,20160325,Simmons Jonathon,3500,SG,H
11.7,20160325,Lee Courtney,4100,SG,A
11.4,20160325,Ennis Tyler,3500,PG,A
11.1,20160325,Lin Jeremy,4300,SG,A
10.7,20160325,Blake Steve,3500,PG,H
10.0,20160325,Gutierrez Jorge,3500,PG,A
9.7,20160325,Barbosa Leandro,3500,SG,H
9.7,20160325,Thornton Marcus,3800,SG,H
9.5,20160325,Miller Andre,3500,PG,H
8.7,20160325,Goodwin Archie,3500,SG,A
8.5,20160325,Huertas Marcelo,3700,PG,H
8.0,20160325,Sessions Ramon,3500,PG,H
7.8,20160325,Cunningham Jared,3500,SG,A
7.1,20160325,Rush Brandon,3500,SG,H
6.6,20160325,Munford Xavier,3500,PG,A
5.7,20160325,Napier Shabazz,3500,PG,A
5.7,20160325,Watson C.J.,3500,PG,A
5.5,20160325,Marble Devyn,3500,SG,A
5.2,20160325,Daniels Troy,3500,SG,A
4.2,20160325,Temple Garrett,3500,SG,H
4.1,20160325,Anderson James,3500,SG,H
3.0,20160325,Belinelli Marco,3600,SG,H
3.0,20160325,Clark Ian,3500,SG,H
3.0,20160325,Green Gerald,3500,SG,H
0.2,20160325,Russell D'Angelo,6200,PG,H
0.0,20160325,McLemore Ben,3500,SG,H
0.0,20160325,Oladipo Victor,8400,SG,A
0.0,20160325,Young Nick,3500,SG,H
0.0,20160325,Mills Patty,3800,PG,H
0.0,20160325,Dinwiddie Spencer,3500,PG,H
0.0,20160325,Hinrich Kirk,3500,SG,H
0.0,20160325,Hilliard Darrun,3600,SG,H
0.0,20160325,Williams Deron,6100,PG,A
0.0,20160325,Goudelock Andrew,3500,PG,H
0.0,20160325,Nelson Jameer,4700,PG,A
0.0,20160325,Green Danny,3900,SG,H
0.0,20160325,Wright Delon,3500,PG,A
0.0,20160325,Harris Devin,3500,SG,A
0.0,20160325,Knight Brandon,7200,PG,A
0.0,20160325,Ross Terrence,3500,SG,A
0.0,20160325,Patterson Lamar,3500,SG,H
0.0,20160325,Brown Lorenzo,3500,PG,H
0.0,20160325,Conley Mike,6800,PG,A
0.0,20160325,Eddie Jarell,3500,SG,H
0.0,20160325,Harrison Aaron,3500,PG,A
0.0,20160325,Adams Jordan,3500,SG,A
0.0,20160325,Vaughn Rashad,3500,SG,A
0.0,20160325,Meeks Jodie,3600,SG,H
0.0,20160325,Vasquez Greivis,3600,PG,A
0.0,20160325,Anderson Alan,3500,SG,H
56.9,20160325,Aldridge LaMarcus,7600,PF,H
49.6,20160325,Randle Julius,6300,PF,H
49.4,20160325,Green Draymond,8200,PF,H
42.1,20160325,Millsap Paul,7700,PF,H
40.3,20160325,Dieng Gorgui,6600,PF,A
40.2,20160325,Cauley-Stein Willie,3500,PF,H
37.1,20160325,Deng Luol,6000,PF,H
34.5,20160325,Henson John,3500,PF,A
33.1,20160325,Porter Otto,5000,SF,H
32.0,20160325,Beasley Michael,4500,SF,H
31.8,20160325,Lee David,4800,PF,A
31.6,20160325,Hilario Nene,3800,PF,H
31.4,20160325,Antetokounmpo Giannis,9900,SF,A
29.9,20160325,Green JaMychal,5700,PF,A
29.4,20160325,Fournier Evan,5700,SF,A
28.9,20160325,Batum Nicolas,7700,SF,A
28.9,20160325,Wiggins Andrew,6900,SF,A
28.5,20160325,Gay Rudy,6400,SF,H
26.9,20160325,Harris Tobias,6100,PF,H
26.1,20160325,Parker Jabari,6100,PF,A
25.7,20160325,Nicholson Andrew,3800,PF,A
25.7,20160325,Barnes Matt,6300,SF,A
25.4,20160325,Acy Quincy,3500,PF,H
25.4,20160325,Len Alex,6400,PF,A
25.4,20160325,Morris Marcus,5500,SF,H
25.0,20160325,Villanueva Charlie,3500,PF,A
24.9,20160325,Sefolosha Thabo,4200,SF,H
23.5,20160325,Scola Luis,3800,PF,A
22.6,20160325,Dudley Jared,3500,PF,H
22.4,20160325,Barnes Harrison,4300,SF,H
22.1,20160325,Anderson Justin,3500,SF,A
22.1,20160325,Casspi Omri,4500,SF,H
22.0,20160325,Capela Clint,3600,PF,H
21.6,20160325,Tolliver Anthony,3500,PF,H
21.0,20160325,Stoudemire Amare,3600,PF,H
20.1,20160325,Sampson JaKarr,3500,SF,A
19.4,20160325,Teletovic Mirza,4300,PF,A
19.1,20160325,Winslow Justise,4200,SF,H
18.4,20160325,Powell Dwight,3500,PF,A
18.3,20160325,Bass Brandon,4200,PF,H
17.9,20160325,Brewer Corey,3500,SF,H
17.2,20160325,Zeller Cody,4600,PF,A
16.3,20160325,Bazemore Kent,4000,SF,H
16.3,20160325,Humphries Kris,3600,PF,H
16.1,20160325,Patterson Patrick,3700,PF,A
16.1,20160325,Tucker P.J.,4800,SF,A
16.1,20160325,Motiejunas Donatas,3800,PF,H
15.6,20160325,Bjelica Nemanja,3500,SF,A
15.3,20160325,Budinger Chase,3500,SF,A
15.1,20160325,Arthur Darrell,3800,PF,A
15.1,20160325,Hezonja Mario,3500,SF,A
14.6,20160325,Peace Metta World,3500,SF,H
14.5,20160325,West David,3500,PF,H
14.4,20160325,Smith Jason,3900,PF,A
13.6,20160325,Scott Mike,3500,SF,H
13.6,20160325,Anderson Kyle,3500,SF,H
13.3,20160325,Ariza Trevor,5700,SF,H
13.2,20160325,Gordon Aaron,5900,PF,A
13.0,20160325,Williams Alan,3500,PF,A
12.6,20160325,Speights Marreese,3900,PF,H
12.4,20160325,Williams Marvin,5800,PF,A
11.6,20160325,Nance Larry,3500,PF,H
10.8,20160325,Leuer Jon,4600,PF,A
10.7,20160325,Carter Vince,3600,SF,A
9.6,20160325,Morris Markieff,5100,PF,H
9.6,20160325,Prince Tayshaun,3500,SF,A
9.1,20160325,Muhammad Shabazz,3500,SF,A
8.6,20160325,Hansbrough Tyler,3500,PF,A
8.4,20160325,Martin Jarell,3500,PF,A
8.3,20160325,Johnson Stanley,4000,SF,H
8.2,20160325,Johnson James,3500,SF,A
7.4,20160325,Smith Greg,3500,PF,A
5.7,20160325,Johnson Joe,5400,SF,H
4.2,20160325,Kaminsky Frank,3700,PF,A
3.2,20160325,Hollins Ryan,3500,PF,A
0.2,20160325,McRoberts Josh,3500,PF,H
0.0,20160325,Bullock Reggie,3500,SF,H
0.0,20160325,McAdoo James Michael,3500,PF,H
0.0,20160325,Haslem Udonis,3500,PF,H
0.0,20160325,Rudez Damjan,3500,SF,A
0.0,20160325,Smith Josh,3500,PF,H
0.0,20160325,Butler Caron,3600,SF,H
0.0,20160325,Thompson Jason,3700,PF,A
0.0,20160325,Ilyasova Ersan,3900,PF,A
0.0,20160325,Hairston P.J.,3500,SF,A
0.0,20160325,Nowitzki Dirk,8000,PF,A
0.0,20160325,McDaniels K.J.,3500,SF,H
0.0,20160325,Hickson J.J.,3500,PF,H
0.0,20160325,Oubre Kelly,3500,SF,H
0.0,20160325,Jones Terrence,3500,PF,H
0.0,20160325,Gooden Drew,3500,PF,H
0.0,20160325,Randolph Zach,7500,PF,A
0.0,20160325,Miller Mike,3500,SF,A
0.0,20160325,Muscala Mike,3500,PF,H
0.0,20160325,Inglis Damien,3500,SF,A
0.0,20160325,Caboclo Bruno,3500,SF,A
0.0,20160325,Payne Adreian,3500,PF,A
0.0,20160325,Faried Kenneth,5900,PF,A
0.0,20160325,Brown Anthony,3500,SF,H
0.0,20160325,Parsons Chandler,6800,SF,A
0.0,20160325,Dekker Sam,3500,SF,H
0.0,20160325,Gallinari Danilo,6700,SF,A
0.0,20160325,Leonard Kawhi,8500,SF,H
0.0,20160325,Looney Kevon,3500,PF,H
0.0,20160325,Garnett Kevin,3500,PF,A
0.0,20160325,Harrell Montrezl,3500,PF,H
0.0,20160325,Diaw Boris,3500,PF,H
0.0,20160325,Kidd-Gilchrist Michael,5400,SF,A
0.0,20160325,Carroll DeMarre,5400,SF,A
0.0,20160325,Iguodala Andre,3700,SF,H
0.0,20160325,Evans Jeremy,3500,PF,A
0.0,20160325,Bosh Chris,7000,PF,H
0.0,20160325,Kelly Ryan,3500,SF,H
51.4,20160325,Whiteside Hassan,8200,C,H
46.6,20160325,Valanciunas Jonas,5600,C,A
44.7,20160325,Cousins DeMarcus,11000,C,H
44.5,20160325,Towns Karl-Anthony,9000,C,A
40.8,20160325,Drummond Andre,8000,C,H
35.8,20160325,Gortat Marcin,6300,C,H
35.1,20160325,Horford Al,7100,C,H
33.3,20160325,Nurkic Jusuf,4100,C,A
33.1,20160325,Duncan Tim,4900,C,H
30.1,20160325,Pachulia Zaza,3800,C,A
27.4,20160325,Jokic Nikola,6200,C,A
26.4,20160325,Andersen Chris,3500,C,A
23.6,20160325,Baynes Aron,3700,C,H
21.0,20160325,Lauvergne Joffrey,3500,C,A
19.7,20160325,Dedmon Dewayne,3500,C,A
18.9,20160325,Jefferson Al,5000,C,A
18.3,20160325,Biyombo Bismack,5600,C,A
14.1,20160325,Monroe Greg,6100,C,A
12.8,20160325,Hawes Spencer,4000,C,A
12.5,20160325,Hibbert Roy,3500,C,H
11.5,20160325,Howard Dwight,7300,C,H
10.4,20160325,Plumlee Miles,3500,C,A
10.4,20160325,Bogut Andrew,4700,C,H
10.1,20160325,Mejri Salah,4700,C,A
9.9,20160325,Varejao Anderson,3500,C,H
0.0,20160325,Marjanovic Boban,3500,C,H
0.0,20160325,Bonner Matt,3500,C,H
0.0,20160325,Chandler Tyson,4400,C,A
0.0,20160325,Anthony Joel,3500,C,H
0.0,20160325,Nogueira Lucas,3500,C,A
0.0,20160325,Sacre Robert,3500,C,H
0.0,20160325,Koufos Kosta,3800,C,H
0.0,20160325,O'Bryant Johnny,3500,C,A
0.0,20160325,McGee JaVale,3500,C,A
0.0,20160325,Black Tarik,3500,C,H
0.0,20160325,Pekovic Nikola,3500,C,A
0.0,20160325,Ezeli Festus,3600,C,H
0.0,20160325,Vucevic Nikola,8000,C,A
0.0,20160325,Wright Brandan,3700,C,A
0.0,20160325,Tavares Walter,3500,C,H
24.9,20160325,Farmar Jordan,,NA,A
13.9,20160325,Toupane Axel,,NA,A
48.2,20160326,Westbrook Russell,10600,PG,H
46.3,20160326,Smith Ishmael,6300,PG,A
44.9,20160326,McCollum C.J.,6700,SG,H
44.0,20160326,Rubio Ricky,7100,PG,H
35.7,20160326,Thomas Isaiah,8000,PG,A
34.8,20160326,Teague Jeff,6300,PG,A
34.6,20160326,Payton Elfrid,5400,PG,H
34.5,20160326,DeRozan DeMar,8000,SG,A
31.8,20160326,Ennis Tyler,3500,PG,H
31.8,20160326,Booker Devin,6500,SG,H
30.5,20160326,Lillard Damian,8700,PG,H
28.4,20160326,Lowry Kyle,8900,PG,A
27.6,20160326,Hill George,5400,PG,A
26.6,20160326,Smart Marcus,4100,PG,A
26.3,20160326,Lee Courtney,4100,SG,A
25.8,20160326,Lin Jeremy,4300,SG,A
25.7,20160326,Larkin Shane,3700,PG,H
25.7,20160326,Knight Brandon,7200,PG,H
25.0,20160326,Walker Kemba,8000,PG,A
24.8,20160326,Hood Rodney,5000,SG,A
24.5,20160326,Butler Jimmy,8000,SG,A
24.4,20160326,Powell Norman,3500,SG,A
23.5,20160326,Sloan Donald,4300,PG,H
22.6,20160326,Frazier Tim,3900,PG,H
22.6,20160326,Miller Andre,3500,PG,A
22.1,20160326,Bradley Avery,5800,SG,A
22.1,20160326,Schroder Dennis,4500,PG,A
21.7,20160326,Simmons Jonathon,3500,SG,A
20.9,20160326,Calderon Jose,4200,PG,H
20.1,20160326,Jennings Brandon,4400,PG,H
19.7,20160326,Jackson Reggie,6200,PG,H
19.7,20160326,Middleton Khris,7300,SG,H
19.4,20160326,Mack Shelvin,6000,PG,A
18.6,20160326,Smith J.R.,4300,SG,A
18.5,20160326,Stauskas Nik,3900,SG,A
17.3,20160326,Jenkins John,3500,SG,H
16.8,20160326,Roberson Andre,3500,SG,H
16.7,20160326,Watson C.J.,3500,PG,H
16.6,20160326,Blake Steve,3500,PG,H
16.4,20160326,Marble Devyn,3500,SG,H
16.3,20160326,Kilpatrick Sean,3800,SG,H
16.2,20160326,Douglas Toney,5400,PG,H
16.1,20160326,Henderson Gerald,3600,SG,H
15.8,20160326,Dellavedova Matthew,3500,PG,A
15.6,20160326,Korver Kyle,3600,SG,A
15.5,20160326,Vujacic Sasha,3500,SG,H
15.4,20160326,Williams Maurice,3500,PG,A
14.8,20160326,Lawson Ty,3500,PG,A
14.7,20160326,Neto Raul,3500,PG,A
13.4,20160326,Jones Tyus,3500,PG,H
13.4,20160326,Joseph Cory,3600,PG,A
12.9,20160326,Goodwin Archie,3500,SG,H
12.7,20160326,Caldwell-Pope Kentavious,5700,SG,H
12.0,20160326,LaVine Zach,6300,SG,H
11.6,20160326,Rose Derrick,6900,PG,A
11.4,20160326,Mills Patty,3800,PG,A
11.2,20160326,Galloway Langston,3600,SG,H
10.2,20160326,Holiday Justin,3500,SG,A
10.1,20160326,Afflalo Arron,4600,SG,H
9.4,20160326,Sims Henry,3500,PG,H
9.4,20160326,Green Danny,3900,SG,A
9.0,20160326,Ellis Monta,6500,SG,A
8.9,20160326,Shumpert Iman,3500,SG,A
8.5,20160326,Brooks Aaron,3500,PG,A
8.4,20160326,Canaan Isaiah,4100,PG,A
8.2,20160326,Vaughn Rashad,3500,SG,H
8.0,20160326,Stuckey Rodney,3500,SG,A
7.9,20160326,Payne Cameron,3500,PG,H
7.2,20160326,Brown Markel,3600,SG,H
7.0,20160326,Daniels Troy,3500,SG,A
6.7,20160326,Crabbe Allen,3600,SG,H
6.0,20160326,McConnell T.J.,3700,PG,A
6.0,20160326,Martin Kevin,3500,SG,A
4.5,20160326,Hardaway Jr. Tim,4100,SG,A
4.2,20160326,Bayless Jerryd,4300,PG,H
4.0,20160326,Rozier Terry,3500,PG,A
3.9,20160326,Price Ronnie,3500,PG,H
3.7,20160326,Foye Randy,3500,SG,H
3.4,20160326,Lamb Jeremy,3500,SG,A
3.0,20160326,Snell Tony,3500,SG,A
2.7,20160326,Roberts Brian,3500,PG,H
2.5,20160326,Napier Shabazz,3500,PG,H
2.2,20160326,Johnson Chris,3500,SG,A
2.0,20160326,Marshall Kendall,3500,PG,A
1.7,20160326,Wright Delon,3500,PG,A
1.5,20160326,Gutierrez Jorge,3500,PG,A
1.0,20160326,Grant Jerian,3500,PG,H
0.0,20160326,Hilliard Darrun,3600,SG,H
0.0,20160326,Hill Solomon,3500,SG,A
0.0,20160326,McRae Jordan,3500,SG,A
0.0,20160326,Holiday Jrue,8200,SG,H
0.0,20160326,Cunningham Jared,3500,SG,H
0.0,20160326,Oladipo Victor,8400,SG,H
0.0,20160326,Cole Norris,5700,PG,H
0.0,20160326,Connaughton Pat,3500,SG,H
0.0,20160326,Dinwiddie Spencer,3500,PG,H
0.0,20160326,Hinrich Kirk,3500,SG,A
0.0,20160326,Ellington Wayne,3500,SG,H
0.0,20160326,Burke Trey,3500,PG,A
0.0,20160326,Moore E'Twaun,4000,SG,A
0.0,20160326,Hunter R.J.,3500,SG,A
0.0,20160326,Morrow Anthony,3500,SG,H
0.0,20160326,Vasquez Greivis,3600,PG,H
0.0,20160326,Parker Tony,5200,PG,A
0.0,20160326,Young Joseph,3500,SG,A
0.0,20160326,Irving Kyrie,7000,PG,A
0.0,20160326,Ross Terrence,3500,SG,A
0.0,20160326,Patterson Lamar,3500,SG,A
0.0,20160326,Ginobili Manu,3500,SG,A
0.0,20160326,Brown Lorenzo,3500,PG,H
0.0,20160326,Wroten Tony,3500,PG,H
0.0,20160326,Burks Alec,4800,SG,A
0.0,20160326,Harrison Aaron,3500,PG,A
0.0,20160326,Meeks Jodie,3600,SG,H
-2.0,20160326,Waiters Dion,3900,SG,H
59.2,20160326,James LeBron,9900,SF,A
57.3,20160326,Millsap Paul,7700,PF,A
47.4,20160326,Batum Nicolas,7700,SF,A
45.4,20160326,Love Kevin,6600,PF,A
43.3,20160326,Anthony Carmelo,8600,SF,H
42.5,20160326,Durant Kevin,10400,SF,H
40.5,20160326,Harris Tobias,6100,PF,H
37.1,20160326,Williams Marvin,5800,PF,A
36.6,20160326,Henson John,3500,PF,H
35.3,20160326,George Paul,8700,SF,A
33.7,20160326,Turner Evan,6100,SF,A
33.5,20160326,Hayward Gordon,6800,SF,A
33.1,20160326,Ibaka Serge,5200,PF,H
32.8,20160326,Teletovic Mirza,4300,PF,H
32.6,20160326,Aminu Al-Farouq,4700,SF,H
32.4,20160326,Karasev Sergey,3500,SF,H
32.0,20160326,Favors Derrick,7300,PF,A
31.9,20160326,Grant Jerami,5100,PF,A
31.4,20160326,Thompson Hollis,4400,SF,A
31.2,20160326,Covington Robert,6100,SF,A
30.7,20160326,Porzingis Kristaps,6400,PF,H
30.6,20160326,Davis Ed,4400,PF,H
30.5,20160326,Tucker P.J.,4800,SF,H
30.4,20160326,Parker Jabari,6100,PF,H
30.1,20160326,Harkless Maurice,3800,SF,H
29.7,20160326,West David,3500,PF,A
29.6,20160326,Gee Alonzo,3600,SF,H
29.0,20160326,Gordon Aaron,5900,PF,H
27.8,20160326,Bazemore Kent,4000,SF,A
26.5,20160326,Smith Jason,3900,PF,H
26.3,20160326,Babbitt Luke,3800,SF,H
25.5,20160326,Patterson Patrick,3700,PF,A
25.5,20160326,Morris Marcus,5500,SF,H
24.6,20160326,Williams Derrick,3600,PF,H
23.3,20160326,Lyles Trey,3600,PF,A
23.2,20160326,Nicholson Andrew,3800,PF,H
22.4,20160326,Bogdanovic Bojan,5000,SF,H
21.5,20160326,Anderson Kyle,3500,SF,A
20.7,20160326,Scola Luis,3800,PF,A
20.3,20160326,Hamilton Jordan,3500,SF,H
20.1,20160326,Gibson Taj,5300,PF,A
20.0,20160326,Turner Myles,5700,PF,A
19.8,20160326,Wiggins Andrew,6900,SF,H
19.0,20160326,Scott Mike,3500,SF,A
18.5,20160326,Johnson James,3500,SF,A
17.9,20160326,Thompson Tristan,4600,PF,A
17.9,20160326,Jerebko Jonas,3500,PF,A
17.7,20160326,Miles C.J.,3600,SF,A
17.6,20160326,Young Thaddeus,7400,PF,H
17.1,20160326,Antetokounmpo Giannis,9900,SF,H
17.0,20160326,Humphries Kris,3600,PF,A
16.1,20160326,Len Alex,6400,PF,H
15.9,20160326,Landry Carl,4500,PF,A
15.9,20160326,Dunleavy Mike,3500,SF,A
15.7,20160326,Fournier Evan,5700,SF,H
15.4,20160326,Muhammad Shabazz,3500,SF,H
15.3,20160326,Diaw Boris,3500,PF,A
14.6,20160326,McDermott Doug,3600,SF,A
13.6,20160326,Dieng Gorgui,6600,PF,H
13.3,20160326,Frye Channing,3500,PF,A
13.1,20160326,Zeller Cody,4600,PF,A
12.8,20160326,Ingles Joe,3500,SF,A
12.7,20160326,Johnson Amir,4500,PF,A
12.5,20160326,Sullinger Jared,5900,PF,A
12.4,20160326,Portis Bobby,4000,PF,A
12.1,20160326,Hollis-Jefferson Rondae,4100,SF,H
11.8,20160326,Smith Greg,3500,PF,H
10.7,20160326,Hezonja Mario,3500,SF,H
9.7,20160326,Cunningham Dante,3800,PF,H
9.5,20160326,Johnson Stanley,4000,SF,H
9.3,20160326,Budinger Chase,3500,SF,H
9.1,20160326,Allen Lavoy,3500,PF,A
8.4,20160326,Holmes Richaun,3500,PF,A
8.1,20160326,Bjelica Nemanja,3500,SF,H
7.8,20160326,Mirotic Nikola,5000,SF,A
7.4,20160326,Jefferson Richard,3500,SF,A
7.0,20160326,Vonleh Noah,3500,PF,H
6.8,20160326,Tolliver Anthony,3500,PF,H
6.7,20160326,Kaminsky Frank,3700,PF,A
6.6,20160326,Booker Trevor,3700,PF,A
6.4,20160326,Brand Elton,3500,PF,A
5.6,20160326,McCullough Chris,3500,PF,H
5.2,20160326,Thompson Jason,3700,PF,A
2.7,20160326,Weems Sonny,3500,SF,A
2.7,20160326,Inglis Damien,3500,SF,H
2.4,20160326,Prince Tayshaun,3500,SF,H
1.5,20160326,Seraphin Kevin,3500,PF,H
1.2,20160326,Muscala Mike,3500,PF,A
0.2,20160326,Amundson Louis,3500,PF,H
0.0,20160326,Hansbrough Tyler,3500,PF,A
0.0,20160326,Caboclo Bruno,3500,SF,A
0.0,20160326,Singler Kyle,3500,SF,H
0.0,20160326,Collison Nick,3500,PF,H
0.0,20160326,Rudez Damjan,3500,SF,H
0.0,20160326,Ilyasova Ersan,3900,PF,H
0.0,20160326,Bullock Reggie,3500,SF,H
0.0,20160326,Sefolosha Thabo,4200,SF,A
0.0,20160326,Leonard Kawhi,8500,SF,A
0.0,20160326,Anderson Ryan,6100,PF,H
0.0,20160326,Mickey Jordan,3500,PF,A
0.0,20160326,Williams Alan,3500,PF,H
0.0,20160326,Aldridge LaMarcus,7600,PF,A
0.0,20160326,Jones James,3500,SF,A
0.0,20160326,Noel Nerlens,6700,PF,A
0.0,20160326,Robinson III Glenn,3500,SF,A
0.0,20160326,Leuer Jon,4600,PF,H
0.0,20160326,Robinson Thomas,3500,PF,H
0.0,20160326,Payne Adreian,3500,PF,H
0.0,20160326,Thomas Lance,3500,SF,H
0.0,20160326,Garnett Kevin,3500,PF,H
0.0,20160326,McGary Mitch,3500,PF,H
0.0,20160326,Bairstow Cameron,3500,PF,A
0.0,20160326,Alexander Cliff,3500,PF,H
0.0,20160326,Reed Willie,3600,PF,H
